LineID,SalesID,ItemNo,Quantity,LinePrice,ProfitMargin,Tax
SL01065,S0137,P065,7,913.57,13.11,7.18
SL01066,S0137,P043,5,197.05,19.62,10.15
SL01067,S0137,P062,4,247.0,5.22,5.55
SL01068,S0137,P073,8,617.6,22.21,7.01
SL01069,S0137,P147,2,212.26,11.22,11.5
SL01070,S0137,P135,10,1584.3,13.46,17.61
SL01071,S0137,P036,1,176.15,6.49,13.38
SL01072,S0137,P117,9,326.61,24.79,6.64
SL01073,S0137,P012,4,701.6,12.92,12.26
SL01074,S0138,P060,6,1130.4,25.14,10.7
SL01075,S0138,P112,4,605.16,5.53,9.91
SL01076,S0138,P130,3,58.65,11.27,5.51
SL01077,S0138,P113,8,1222.72,18.98,12.06
SL01078,S0138,P033,8,692.0,9.74,7.43
SL01079,S0138,P166,6,346.62,13.09,11.09
SL01080,S0138,P197,10,1429.5,27.86,12.21
SL01081,S0138,P152,2,196.66,18.28,10.84
SL01082,S0138,P032,5,689.7,18.54,10.9
SL01083,S0138,P167,9,629.55,14.48,7.41
SL01084,S0139,P050,10,896.5,26.42,15.09
SL01085,S0139,P099,4,540.72,13.02,5.82
SL01086,S0139,P188,9,387.18,25.48,7.47
SL01087,S0139,P139,8,1245.68,24.14,7.0
SL01088,S0139,P128,5,612.3,13.07,13.33
SL01089,S0140,P143,2,245.0,18.08,5.87
SL01090,S0140,P025,3,34.11,9.47,5.41
SL01091,S0140,P118,2,288.44,17.13,6.28
SL01092,S0140,P181,10,1988.4,21.04,10.05
SL01093,S0140,P106,8,1436.88,18.15,14.12
SL01094,S0141,P021,1,145.46,14.16,12.88
SL01095,S0141,P141,2,239.9,5.33,16.97
SL01096,S0141,P105,8,450.88,28.21,15.82
SL01097,S0141,P024,8,974.24,25.03,5.79
SL01098,S0141,P153,9,641.16,23.59,16.58
SL01099,S0141,P063,6,292.08,24.86,5.76
SL01100,S0141,P113,10,1528.4,11.65,5.53
SL01101,S0142,P036,5,880.75,6.95,7.81
SL01102,S0142,P086,9,1110.15,7.43,14.43
SL01103,S0142,P163,9,1225.35,14.63,7.51
SL01104,S0142,P029,4,224.68,19.25,17.32
SL01105,S0142,P191,9,1292.13,23.73,10.4
SL01106,S0143,P199,10,1495.6,13.95,10.96
SL01107,S0143,P120,7,345.1,27.07,7.17
SL01108,S0143,P069,3,340.98,18.75,11.56
SL01109,S0143,P169,3,443.01,18.35,12.8
SL01110,S0143,P108,6,117.24,27.56,12.15
SL01111,S0144,P143,6,735.0,15.31,13.23
SL01112,S0144,P097,6,590.1,20.21,12.32
SL01113,S0144,P005,4,516.84,14.38,12.15
SL01114,S0144,P087,5,464.55,14.0,10.88
SL01115,S0144,P036,7,1233.05,5.0,5.45
SL01116,S0144,P057,5,401.05,19.89,11.73
SL01117,S0144,P177,5,289.85,5.16,17.8
SL01118,S0145,P091,6,770.4,5.54,15.69
SL01119,S0145,P081,5,72.5,27.98,11.65
SL01120,S0145,P073,10,772.0,28.15,7.01
SL01121,S0145,P054,1,97.07,16.51,7.03
SL01122,S0145,P016,5,105.05,14.18,12.57
SL01123,S0145,P111,4,671.24,11.41,8.9
SL01124,S0146,P019,7,422.52,19.23,7.83
SL01125,S0146,P158,2,231.2,23.09,15.31
SL01126,S0146,P113,3,458.52,17.21,16.69
SL01127,S0146,P200,10,273.5,25.49,6.24
SL01128,S0146,P148,5,831.2,5.93,15.51
SL01129,S0146,P171,7,372.54,6.96,5.73
SL01130,S0146,P054,6,582.42,13.7,15.62
SL01131,S0146,P017,7,183.89,28.26,6.57
SL01132,S0146,P156,4,410.52,23.69,16.04
SL01133,S0147,P096,7,474.18,6.35,11.82
SL01134,S0147,P025,6,68.22,18.5,6.94
SL01135,S0147,P185,9,1062.36,22.44,6.99
SL01136,S0147,P102,7,131.46,29.28,14.79
SL01137,S0147,P022,10,932.4,17.62,7.89
SL01138,S0148,P065,7,913.57,8.7,9.37
SL01139,S0148,P043,8,315.28,19.29,5.64
SL01140,S0148,P029,7,393.19,11.56,10.18
SL01141,S0148,P033,7,605.5,24.35,6.69
SL01142,S0148,P156,3,307.89,17.02,7.58
SL01143,S0148,P069,7,795.62,21.31,7.55
SL01144,S0148,P189,10,876.2,29.93,11.82
SL01145,S0149,P197,2,285.9,11.66,10.59
SL01146,S0149,P007,10,1105.3,7.24,13.73
SL01147,S0149,P038,7,1302.07,14.13,7.48
SL01148,S0149,P115,6,373.02,19.85,5.31
SL01149,S0149,P017,5,131.35,9.23,9.55
SL01150,S0149,P113,8,1222.72,20.58,10.73
SL01151,S0150,P053,4,387.48,22.13,7.03
SL01152,S0150,P058,2,252.44,7.81,5.71
SL01153,S0150,P077,10,606.9,28.17,16.29
SL01154,S0150,P092,5,531.75,5.34,14.02
SL01155,S0150,P049,2,239.98,12.63,11.13
SL01156,S0150,P045,6,125.16,10.23,11.99
SL01157,S0151,P092,9,957.15,18.08,8.36
SL01158,S0151,P025,8,90.96,20.58,17.9
SL01159,S0151,P040,1,181.46,14.42,16.78
SL01160,S0151,P083,9,1186.92,6.09,7.21
SL01161,S0151,P145,5,806.4,10.02,14.05
SL01162,S0151,P074,5,929.5,6.33,13.51
SL01163,S0152,P147,2,212.26,14.72,8.53
SL01164,S0152,P119,6,437.22,26.61,5.25
SL01165,S0152,P007,7,773.71,10.78,9.95
SL01166,S0152,P008,2,278.5,27.6,11.3
SL01167,S0152,P106,10,1796.1,18.29,7.42
SL01168,S0153,P083,8,1055.04,19.02,14.26
SL01169,S0153,P048,1,86.72,11.18,11.88
SL01170,S0153,P165,6,461.04,17.25,14.68
SL01171,S0153,P133,1,168.63,13.67,9.57
SL01172,S0153,P141,5,599.75,10.91,17.72
SL01173,S0153,P149,9,1176.84,11.9,5.81
SL01174,S0153,P048,5,433.6,26.97,16.58
SL01175,S0153,P005,1,129.21,28.6,17.34
SL01176,S0153,P116,4,218.2,8.79,16.66
SL01177,S0154,P073,3,231.6,7.19,9.97
SL01178,S0154,P182,10,1252.0,26.82,13.92
SL01179,S0154,P125,7,108.57,11.01,6.99
SL01180,S0154,P079,5,239.6,27.74,9.28
SL01181,S0154,P156,9,923.67,8.29,13.48
SL01182,S0154,P065,10,1305.1,18.53,15.4
SL01183,S0154,P028,3,152.1,12.72,14.17
SL01184,S0154,P060,9,1695.6,27.74,10.59
SL01185,S0154,P080,3,203.97,21.41,12.34
SL01186,S0154,P190,3,196.02,12.94,12.25
SL01187,S0155,P149,2,261.52,9.6,15.91
SL01188,S0155,P061,3,537.15,23.18,14.95
SL01189,S0155,P169,7,1033.69,29.03,8.94
SL01190,S0155,P040,5,907.3,8.8,7.44
SL01191,S0155,P195,3,63.99,9.62,14.91
SL01192,S0155,P074,10,1859.0,20.42,12.87
SL01193,S0155,P157,10,631.4,10.77,8.02
SL01194,S0155,P059,1,136.89,13.98,13.95
SL01195,S0155,P158,8,924.8,8.35,16.0
SL01196,S0155,P055,8,897.2,22.8,9.86
SL01197,S0156,P195,8,170.64,16.85,7.13
SL01198,S0156,P176,4,403.84,5.81,14.94
SL01199,S0156,P166,1,57.77,28.14,17.35
SL01200,S0156,P130,4,78.2,23.56,17.85
SL01201,S0156,P134,4,799.92,6.65,17.05
SL01202,S0156,P015,8,1492.24,26.68,11.37
SL01203,S0156,P058,6,757.32,26.67,16.54
SL01204,S0156,P066,7,74.69,15.12,5.54
SL01205,S0157,P149,7,915.32,23.01,10.12
SL01206,S0157,P107,10,515.8,19.85,11.83
SL01207,S0157,P066,1,10.67,18.02,10.87
SL01208,S0157,P101,1,52.68,26.94,8.19
SL01209,S0157,P018,9,309.51,14.89,14.56
SL01210,S0157,P144,9,264.24,14.68,14.95
SL01211,S0157,P081,1,14.5,9.75,10.71
SL01212,S0157,P090,5,396.0,24.34,8.72
SL01213,S0157,P125,3,46.53,15.56,12.97
SL01214,S0157,P013,1,39.04,22.25,16.75
SL01215,S0158,P145,8,1290.24,7.26,11.51
SL01216,S0158,P137,3,165.96,24.47,17.19
SL01217,S0158,P120,9,443.7,8.38,10.38
SL01218,S0158,P094,8,371.6,5.62,10.9
SL01219,S0158,P042,4,361.48,27.06,6.17
SL01220,S0158,P046,6,124.86,22.29,16.79
SL01221,S0158,P002,3,455.79,22.96,6.61
SL01222,S0158,P174,2,262.4,22.66,13.24
SL01223,S0159,P046,9,187.29,22.68,14.45
SL01224,S0159,P182,9,1126.8,20.3,7.08
SL01225,S0159,P062,9,555.75,14.52,14.99
SL01226,S0159,P184,6,399.0,19.14,13.57
SL01227,S0159,P034,3,139.2,9.05,6.88
SL01228,S0160,P028,1,50.7,15.49,9.02
SL01229,S0160,P116,8,436.4,12.22,7.35
SL01230,S0160,P003,3,236.34,29.01,5.05
SL01231,S0160,P122,5,503.15,5.31,11.47
SL01232,S0160,P114,8,1244.0,18.59,5.07
SL01233,S0160,P039,8,697.76,10.95,12.66
SL01234,S0160,P080,8,543.92,16.34,10.74
SL01235,S0160,P165,10,768.4,20.0,8.18
SL01236,S0160,P050,9,806.85,11.95,13.17
SL01237,S0160,P033,4,346.0,6.22,6.93
SL01238,S0161,P108,6,117.24,5.92,16.1
SL01239,S0161,P197,10,1429.5,25.95,8.88
SL01240,S0161,P085,2,240.62,6.23,10.42
SL01241,S0161,P150,3,278.22,9.03,8.7
SL01242,S0161,P065,10,1305.1,19.31,12.31
SL01243,S0161,P027,8,187.68,23.73,9.68
SL01244,S0161,P059,1,136.89,7.33,8.89
SL01245,S0161,P158,6,693.6,27.44,15.66
SL01246,S0161,P060,7,1318.8,26.08,5.84
SL01247,S0161,P032,8,1103.52,8.36,14.03
SL01248,S0162,P071,6,1084.86,18.18,11.82
SL01249,S0162,P083,4,527.52,20.3,6.42
SL01250,S0162,P121,9,1555.02,29.68,11.29
SL01251,S0162,P111,10,1678.1,28.35,17.82
SL01252,S0162,P051,5,937.95,15.68,16.02
SL01253,S0162,P115,5,310.85,18.13,17.94
SL01254,S0162,P109,6,211.98,28.18,12.99
SL01255,S0163,P171,9,478.98,23.23,11.47
SL01256,S0163,P163,3,408.45,27.09,8.03
SL01257,S0163,P064,5,288.55,29.48,5.02
SL01258,S0163,P032,1,137.94,16.62,15.36
SL01259,S0163,P171,4,212.88,24.99,17.99
SL01260,S0163,P127,7,1374.38,6.14,9.55
SL01261,S0163,P198,4,372.68,5.28,7.62
SL01262,S0163,P192,5,927.7,11.36,5.88
SL01263,S0164,P057,9,721.89,18.75,14.97
SL01264,S0164,P168,2,92.78,22.15,9.44
SL01265,S0164,P143,10,1225.0,20.4,5.38
SL01266,S0164,P017,3,78.81,9.85,15.84
SL01267,S0164,P170,8,1570.4,27.9,15.36
SL01268,S0164,P004,3,81.81,17.04,13.15
SL01269,S0164,P162,9,468.9,27.4,11.01
SL01270,S0165,P002,1,151.93,25.88,8.89
SL01271,S0165,P007,6,663.18,18.88,5.24
SL01272,S0165,P130,10,195.5,22.14,15.39
SL01273,S0165,P101,6,316.08,6.66,6.94
SL01274,S0165,P060,1,188.4,13.48,9.88
SL01275,S0165,P138,9,1054.35,26.06,12.42
SL01276,S0165,P155,7,517.44,9.68,6.52
SL01277,S0165,P095,5,634.75,22.63,9.09
SL01278,S0166,P140,5,788.9,15.35,11.46
SL01279,S0166,P020,4,772.92,14.29,15.78
SL01280,S0166,P043,5,197.05,10.4,8.93
SL01281,S0166,P104,2,292.98,14.36,5.49
SL01282,S0166,P135,4,633.72,27.83,10.77
SL01283,S0167,P028,8,405.6,27.62,7.0
SL01284,S0167,P011,6,1167.96,28.09,14.52
SL01285,S0167,P003,9,709.02,12.76,9.26
SL01286,S0167,P105,2,112.72,25.55,17.19
SL01287,S0167,P113,3,458.52,10.13,5.48
SL01288,S0168,P030,9,251.28,7.9,9.04
SL01289,S0168,P077,1,60.69,22.18,12.73
SL01290,S0168,P038,2,372.02,13.33,16.56
SL01291,S0168,P014,2,247.6,18.01,13.57
SL01292,S0168,P041,5,986.05,5.56,14.86
SL01293,S0168,P148,4,664.96,13.02,7.5
SL01294,S0168,P017,5,131.35,18.31,15.05
SL01295,S0168,P125,2,31.02,11.82,7.05
SL01296,S0169,P151,1,127.02,28.96,12.28
SL01297,S0169,P110,2,381.02,10.16,9.55
SL01298,S0169,P051,6,1125.54,11.78,17.26
SL01299,S0169,P086,5,616.75,19.35,7.23
SL01300,S0169,P162,5,260.5,20.33,9.4
SL01301,S0170,P134,1,199.98,8.25,11.12
SL01302,S0170,P016,1,21.01,7.65,5.7
SL01303,S0170,P120,7,345.1,14.8,14.16
SL01304,S0170,P004,10,272.7,20.74,13.97
SL01305,S0170,P105,8,450.88,20.41,9.06
SL01306,S0170,P089,4,578.68,22.82,13.72
SL01307,S0170,P145,9,1451.52,6.96,17.0
SL01308,S0170,P081,8,116.0,19.19,6.21
SL01309,S0171,P027,8,187.68,7.43,9.04
SL01310,S0171,P166,8,462.16,16.76,17.32
SL01311,S0171,P152,3,294.99,26.53,13.02
SL01312,S0171,P042,6,542.22,14.8,14.09
SL01313,S0171,P045,6,125.16,24.72,16.47
SL01314,S0171,P024,8,974.24,17.19,5.85
SL01315,S0171,P001,2,113.72,13.79,11.0
SL01316,S0171,P094,3,139.35,12.06,9.53
SL01317,S0171,P101,10,526.8,8.18,6.34
SL01318,S0171,P031,2,180.96,13.15,13.44
SL01319,S0172,P032,9,1241.46,16.52,12.68
SL01320,S0172,P098,4,428.48,20.52,12.12
SL01321,S0172,P150,8,741.92,14.6,9.43
SL01322,S0172,P127,10,1963.4,15.78,17.74
SL01323,S0172,P127,10,1963.4,24.68,12.08
SL01324,S0172,P035,4,360.64,9.33,13.7
SL01325,S0172,P012,10,1754.0,25.92,6.49
SL01326,S0173,P065,8,1044.08,13.13,6.27
SL01327,S0173,P170,8,1570.4,9.4,17.43
SL01328,S0173,P033,2,173.0,19.96,13.91
SL01329,S0173,P023,10,571.0,24.28,9.93
SL01330,S0173,P175,8,1406.56,21.12,5.8
SL01331,S0173,P193,4,363.12,25.43,16.53
SL01332,S0173,P072,1,49.91,23.93,13.59
SL01333,S0173,P164,8,726.8,18.28,10.07
SL01334,S0173,P076,10,1586.5,16.18,7.67
SL01335,S0174,P160,5,706.1,19.26,16.87
SL01336,S0174,P148,5,831.2,27.96,17.18
SL01337,S0174,P065,6,783.06,29.76,12.58
SL01338,S0174,P176,10,1009.6,29.66,10.25
SL01339,S0174,P064,3,173.13,26.31,5.81
SL01340,S0174,P175,9,1582.38,29.2,5.01
SL01341,S0174,P021,9,1309.14,25.52,9.67
SL01342,S0175,P095,1,126.95,10.88,14.13
SL01343,S0175,P079,7,335.44,20.63,14.25
SL01344,S0175,P044,7,840.28,14.54,12.09
SL01345,S0175,P158,3,346.8,16.87,7.45
SL01346,S0175,P062,7,432.25,26.08,9.68
SL01347,S0175,P036,7,1233.05,8.86,17.97
SL01348,S0175,P120,3,147.9,8.36,5.93
SL01349,S0176,P108,3,58.62,23.03,11.33
SL01350,S0176,P069,7,795.62,29.37,6.77
SL01351,S0176,P184,3,199.5,21.06,10.41
SL01352,S0176,P009,8,1248.24,27.34,14.04
SL01353,S0176,P149,7,915.32,20.58,10.91
SL01354,S0177,P112,9,1361.61,25.5,10.0
SL01355,S0177,P142,4,341.44,9.64,12.86
SL01356,S0177,P060,10,1884.0,17.45,14.5
SL01357,S0177,P070,9,824.94,11.73,17.05
SL01358,S0177,P010,10,926.1,14.17,17.72
SL01359,S0177,P122,10,1006.3,17.08,9.79
SL01360,S0177,P018,10,343.9,17.04,13.98
SL01361,S0177,P044,3,360.12,23.25,11.84
SL01362,S0178,P087,8,743.28,17.92,11.8
SL01363,S0178,P092,10,1063.5,7.21,11.14
SL01364,S0178,P054,2,194.14,22.1,12.01
SL01365,S0178,P171,10,532.2,12.81,5.69
SL01366,S0178,P191,6,861.42,18.38,5.14
SL01367,S0178,P130,8,156.4,17.82,11.1
SL01368,S0178,P012,6,1052.4,15.53,17.49
SL01369,S0179,P076,5,793.25,9.19,14.04
SL01370,S0179,P183,10,1573.8,23.74,14.45
SL01371,S0179,P167,10,699.5,11.51,13.18
SL01372,S0179,P090,10,792.0,9.23,5.67
SL01373,S0179,P011,5,973.3,25.22,13.12
SL01374,S0179,P176,5,504.8,17.12,6.65
SL01375,S0179,P011,2,389.32,26.29,8.61
SL01376,S0180,P026,10,535.0,12.02,16.15
SL01377,S0180,P167,1,69.95,23.54,12.85
SL01378,S0180,P169,10,1476.7,23.47,13.57
SL01379,S0180,P037,6,117.66,25.2,8.4
SL01380,S0180,P105,4,225.44,17.12,15.39
SL01381,S0180,P199,1,149.56,13.57,6.1
SL01382,S0181,P032,10,1379.4,28.35,7.0
SL01383,S0181,P144,8,234.88,23.82,10.37
SL01384,S0181,P183,7,1101.66,10.95,10.72
SL01385,S0181,P143,3,367.5,10.27,14.55
SL01386,S0181,P163,6,816.9,6.36,8.44
SL01387,S0181,P023,2,114.2,6.31,11.03
SL01388,S0182,P044,5,600.2,16.91,17.33
SL01389,S0182,P172,9,1300.68,10.84,13.89
SL01390,S0182,P043,7,275.87,16.86,6.89
SL01391,S0182,P179,7,837.41,5.3,17.05
SL01392,S0182,P010,8,740.88,14.55,9.1
SL01393,S0182,P070,9,824.94,22.07,5.53
SL01394,S0182,P022,9,839.16,20.94,17.43
SL01395,S0182,P063,7,340.76,20.26,13.48
SL01396,S0183,P168,6,278.34,11.76,15.43
SL01397,S0183,P075,5,887.35,21.36,10.08
SL01398,S0183,P074,4,743.6,23.36,12.65
SL01399,S0183,P056,4,749.28,18.0,13.81
SL01400,S0183,P198,3,279.51,12.83,5.14
SL01401,S0183,P012,1,175.4,25.79,5.16
SL01402,S0183,P021,2,290.92,18.13,13.91
SL01403,S0184,P103,4,386.12,23.13,8.27
SL01404,S0184,P103,1,96.53,5.59,6.2
SL01405,S0184,P035,10,901.6,21.42,15.86
SL01406,S0184,P036,10,1761.5,20.95,14.2
SL01407,S0184,P139,2,311.42,7.16,12.86
SL01408,S0184,P165,7,537.88,21.41,16.7
SL01409,S0184,P151,10,1270.2,25.08,7.4
SL01410,S0185,P101,3,158.04,11.33,11.07
SL01411,S0185,P155,2,147.84,20.97,17.0
SL01412,S0185,P077,5,303.45,24.23,14.0
SL01413,S0185,P123,6,918.96,11.43,15.15
SL01414,S0185,P023,5,285.5,24.43,9.98
SL01415,S0186,P034,1,46.4,11.46,15.57
SL01416,S0186,P178,3,498.6,16.01,11.39
SL01417,S0186,P076,4,634.6,20.26,7.32
SL01418,S0186,P012,8,1403.2,7.71,12.03
SL01419,S0186,P155,7,517.44,10.46,13.36
SL01420,S0186,P023,8,456.8,22.89,6.34
SL01421,S0186,P036,2,352.3,6.76,14.46
SL01422,S0187,P158,1,115.6,27.41,6.94
SL01423,S0187,P151,1,127.02,28.32,13.64
SL01424,S0187,P020,5,966.15,8.79,9.29
SL01425,S0187,P033,7,605.5,19.37,11.7
SL01426,S0187,P195,8,170.64,16.95,10.25
SL01427,S0187,P200,2,54.7,18.5,5.04
SL01428,S0187,P029,8,449.36,8.03,11.96
SL01429,S0187,P064,6,346.26,13.34,8.94
SL01430,S0188,P140,2,315.56,14.13,16.09
SL01431,S0188,P123,6,918.96,7.01,10.98
SL01432,S0188,P072,5,249.55,21.19,7.3
SL01433,S0188,P189,1,87.62,29.19,13.59
SL01434,S0188,P097,5,491.75,22.4,16.65
SL01435,S0189,P135,6,950.58,17.16,16.51
SL01436,S0189,P021,8,1163.68,23.38,6.82
SL01437,S0189,P164,4,363.4,5.63,17.95
SL01438,S0189,P007,4,442.12,17.23,5.82
SL01439,S0189,P160,9,1270.98,21.09,11.5
SL01440,S0189,P047,8,184.16,29.16,5.21
SL01441,S0189,P088,6,1085.46,6.4,15.24
SL01442,S0189,P141,1,119.95,15.14,7.75
SL01443,S0189,P045,9,187.74,16.46,13.82
SL01444,S0189,P188,9,387.18,8.72,12.53
SL01445,S0190,P109,1,35.33,23.39,11.36
SL01446,S0190,P192,1,185.54,16.78,16.93
SL01447,S0190,P112,1,151.29,11.07,13.43
SL01448,S0190,P142,1,85.36,9.31,5.65
SL01449,S0190,P079,5,239.6,25.52,6.26
SL01450,S0191,P068,3,349.71,25.88,5.83
SL01451,S0191,P122,2,201.26,7.85,12.73
SL01452,S0191,P091,10,1284.0,10.51,15.46
SL01453,S0191,P071,7,1265.67,13.43,15.87
SL01454,S0191,P137,7,387.24,13.11,17.69
SL01455,S0191,P156,10,1026.3,18.65,9.18
SL01456,S0191,P123,4,612.64,24.11,12.71
SL01457,S0191,P170,6,1177.8,6.58,8.56
SL01458,S0191,P088,7,1266.37,9.2,9.81
SL01459,S0192,P158,8,924.8,11.09,12.57
SL01460,S0192,P200,3,82.05,7.5,16.02
SL01461,S0192,P031,10,904.8,14.4,7.05
SL01462,S0192,P091,8,1027.2,7.02,5.09
SL01463,S0192,P077,2,121.38,22.67,12.72
SL01464,S0192,P105,5,281.8,15.41,15.5
SL01465,S0193,P148,3,498.72,10.15,13.32
SL01466,S0193,P120,9,443.7,16.26,8.11
SL01467,S0193,P124,3,308.28,20.26,5.49
SL01468,S0193,P159,3,167.58,22.93,12.96
SL01469,S0193,P196,2,186.88,20.68,15.17
SL01470,S0193,P099,6,811.08,15.47,12.25
SL01471,S0193,P195,4,85.32,7.94,11.89
SL01472,S0193,P181,2,397.68,20.47,16.22
SL01473,S0194,P078,9,744.12,10.48,15.01
SL01474,S0194,P012,4,701.6,11.91,7.52
SL01475,S0194,P055,3,336.45,22.13,17.59
SL01476,S0194,P065,8,1044.08,17.44,7.08
SL01477,S0194,P026,1,53.5,6.35,9.73
SL01478,S0194,P082,4,251.72,15.87,9.35
SL01479,S0194,P033,8,692.0,6.08,14.63
SL01480,S0194,P092,9,957.15,9.4,15.21
SL01481,S0194,P044,8,960.32,17.87,5.92
SL01482,S0195,P137,8,442.56,19.82,9.24
SL01483,S0195,P088,4,723.64,23.68,16.68
SL01484,S0195,P051,4,750.36,24.47,9.24
SL01485,S0195,P184,2,133.0,10.93,10.36
SL01486,S0195,P011,4,778.64,14.39,7.87
SL01487,S0195,P156,8,821.04,19.63,5.71
SL01488,S0196,P181,3,596.52,10.4,12.92
SL01489,S0196,P034,3,139.2,14.68,6.77
SL01490,S0196,P060,4,753.6,20.8,17.68
SL01491,S0196,P030,4,111.68,13.4,5.42
SL01492,S0196,P085,10,1203.1,6.49,6.77
SL01493,S0196,P015,8,1492.24,16.46,7.23
SL01494,S0196,P122,6,603.78,10.5,8.84
SL01495,S0196,P056,3,561.96,24.74,13.29
SL01496,S0197,P079,3,143.76,19.45,12.19
SL01497,S0197,P186,4,760.16,7.16,16.14
SL01498,S0197,P164,8,726.8,26.55,7.81
SL01499,S0197,P118,8,1153.76,25.92,8.63
SL01500,S0197,P173,7,1365.84,23.4,8.21
SL01501,S0197,P123,6,918.96,15.86,7.89
SL01502,S0197,P008,10,1392.5,28.66,16.88
SL01503,S0197,P017,1,26.27,15.44,5.57
SL01504,S0197,P172,8,1156.16,23.34,11.55
SL01505,S0198,P123,9,1378.44,14.86,15.53
SL01506,S0198,P189,2,175.24,16.31,8.13
SL01507,S0198,P157,9,568.26,23.83,14.01
SL01508,S0198,P090,7,554.4,28.75,6.73
SL01509,S0198,P067,5,203.5,10.98,17.99
SL01510,S0198,P182,1,125.2,16.99,8.96
SL01511,S0198,P150,8,741.92,26.45,14.71
SL01512,S0198,P045,1,20.86,29.41,11.03
SL01513,S0199,P129,7,924.84,9.62,16.33
SL01514,S0199,P187,8,482.24,22.6,5.02
SL01515,S0199,P071,2,361.62,14.62,13.98
SL01516,S0199,P154,9,1597.59,5.82,10.54
SL01517,S0199,P140,5,788.9,22.45,12.96
SL01518,S0199,P193,10,907.8,24.86,15.24
SL01519,S0200,P147,10,1061.3,27.02,14.56
SL01520,S0200,P124,1,102.76,17.87,16.83
SL01521,S0200,P179,6,717.78,27.2,6.44
SL01522,S0200,P147,6,636.78,16.63,5.53
SL01523,S0200,P196,6,560.64,9.38,12.26
SL01524,S0201,P074,9,1673.1,22.73,7.66
SL01525,S0201,P167,6,419.7,10.97,6.48
SL01526,S0201,P071,8,1446.48,23.43,14.78
SL01527,S0201,P111,4,671.24,23.83,14.89
SL01528,S0201,P166,6,346.62,13.82,8.48
SL01529,S0202,P023,7,399.7,11.93,5.82
SL01530,S0202,P181,6,1193.04,16.31,11.52
SL01531,S0202,P010,2,185.22,16.75,11.91
SL01532,S0202,P011,9,1751.94,27.49,10.88
SL01533,S0202,P111,6,1006.86,25.0,17.29
SL01534,S0202,P086,2,246.7,9.71,16.49
SL01535,S0202,P118,2,288.44,7.0,16.67
SL01536,S0202,P106,5,898.05,28.96,6.0
SL01537,S0202,P010,3,277.83,11.9,14.06
SL01538,S0202,P041,8,1577.68,8.76,7.66
SL01539,S0203,P067,1,40.7,12.33,17.6
SL01540,S0203,P191,9,1292.13,28.29,11.16
SL01541,S0203,P035,7,631.12,16.1,13.38
SL01542,S0203,P192,5,927.7,9.73,5.29
SL01543,S0203,P040,4,725.84,25.87,11.76
SL01544,S0203,P188,6,258.12,15.29,9.46
SL01545,S0203,P142,6,512.16,17.15,13.66
SL01546,S0203,P027,9,211.14,26.05,10.79
SL01547,S0203,P009,5,780.15,19.18,16.68
SL01548,S0203,P039,5,436.1,9.29,8.38
SL01549,S0204,P075,6,1064.82,29.27,15.01
SL01550,S0204,P136,1,190.43,8.71,8.7
SL01551,S0204,P011,3,583.98,20.47,7.09
SL01552,S0204,P078,9,744.12,12.13,17.65
SL01553,S0204,P110,3,571.53,9.03,6.52
SL01554,S0204,P117,6,217.74,19.36,10.73
SL01555,S0204,P013,6,234.24,9.61,12.31
SL01556,S0204,P033,1,86.5,21.64,17.71
SL01557,S0205,P055,6,672.9,16.21,17.68
SL01558,S0205,P083,9,1186.92,12.54,16.97
SL01559,S0205,P112,7,1059.03,28.28,14.99
SL01560,S0205,P166,8,462.16,28.2,7.03
SL01561,S0205,P110,9,1714.59,29.39,9.31
SL01562,S0205,P091,5,642.0,16.85,8.77
SL01563,S0206,P102,3,56.34,24.99,14.47
SL01564,S0206,P127,8,1570.72,13.47,6.46
SL01565,S0206,P074,8,1487.2,27.5,6.81
SL01566,S0206,P170,9,1766.7,7.92,5.32
SL01567,S0206,P080,10,679.9,26.02,10.8
SL01568,S0206,P014,2,247.6,13.16,12.91
SL01569,S0206,P177,4,231.88,19.59,7.89
SL01570,S0206,P003,5,393.9,9.89,6.09
SL01571,S0206,P162,8,416.8,21.93,17.45
SL01572,S0207,P193,7,635.46,9.86,9.13
SL01573,S0207,P001,10,568.6,17.79,5.73
SL01574,S0207,P183,6,944.28,14.94,14.31
SL01575,S0207,P106,7,1257.27,14.24,9.85
SL01576,S0207,P152,5,491.65,13.62,9.01
SL01577,S0207,P089,8,1157.36,26.86,6.14
SL01578,S0207,P157,8,505.12,23.54,10.4
SL01579,S0207,P122,8,805.04,12.22,15.47
SL01580,S0207,P158,7,809.2,23.22,10.38
SL01581,S0208,P070,10,916.6,7.15,7.7
SL01582,S0208,P121,8,1382.24,29.71,11.83
SL01583,S0208,P037,6,117.66,6.65,17.48
SL01584,S0208,P028,7,354.9,7.21,10.32
SL01585,S0208,P174,5,656.0,15.36,12.23
SL01586,S0208,P033,10,865.0,23.88,6.78
SL01587,S0208,P085,3,360.93,25.81,8.76
SL01588,S0208,P022,8,745.92,6.06,15.74
SL01589,S0208,P037,10,196.1,12.6,12.27
SL01590,S0209,P171,4,212.88,5.67,5.03
SL01591,S0209,P052,5,276.75,12.5,13.33
SL01592,S0209,P060,8,1507.2,8.1,13.66
SL01593,S0209,P140,5,788.9,15.43,11.39
SL01594,S0209,P128,4,489.84,5.71,14.94
SL01595,S0209,P055,8,897.2,29.86,5.87
SL01596,S0209,P055,6,672.9,19.53,12.35
